O,D,Ton
43,42,2
43,45,1
43,46,6
43,47,1
43,49,21
43,50,1
43,51,23
43,52,16
43,53,4
43,54,5
43,57,2
43,58,5
43,61,1
43,63,5
43,64,1
43,65,5
43,66,2
43,67,2
43,68,1
43,70,2
43,71,11
43,72,9
43,73,5
43,74,4
43,77,6
43,78,30
43,79,1
43,80,89
43,81,9
43,82,2
43,83,2
43,88,2
43,89,1
43,94,6
43,95,1
43,97,13
43,98,2
43,99,1
43,101,4
43,102,4
43,103,2
43,104,1
43,107,4
43,108,4
43,109,4
43,110,6
43,111,6
43,112,1
43,114,5
43,115,4
43,116,2
43,118,3
43,119,6
43,120,2
43,121,5
43,122,1
43,123,2
43,126,8
43,128,3
43,130,1
43,131,7
43,132,2
43,133,1
43,134,2
43,135,5
43,136,1
43,140,11
43,141,39
43,142,12
43,144,36
43,145,180
43,146,7
43,148,3
43,149,5
43,150,1
43,151,2
43,152,111
43,153,6
43,155,67
43,156,19
43,158,4
43,159,8
43,160,2
43,162,28
43,163,1
43,164,4
43,165,2
43,166,4
43,167,4
43,169,5
43,170,15
43,171,2
43,172,4
43,173,1
43,175,1
43,177,4
43,179,1
43,180,3
43,181,4
43,182,2
43,183,5
43,186,2
43,187,2
43,188,3
43,192,2
43,194,2
44,1,5
44,2,1
44,4,4
44,5,1
44,7,4
44,8,9
44,9,11
44,12,29
44,14,2
44,15,2
44,17,3
44,18,3
44,19,1
44,20,3
44,21,10
44,22,14
44,23,6
44,24,4
44,25,19
44,26,4
44,27,7
44,28,6
44,29,7
44,31,9
44,32,9
44,33,5
44,34,23
44,35,4
44,36,10
44,37,1
44,38,9
44,40,3
44,42,2
44,43,7
44,45,15
44,46,4
44,47,9
44,48,2
44,49,35
44,50,2
44,51,19
44,52,12
44,53,13
44,54,7
44,55,1
44,56,1
44,58,1
44,59,2
44,60,3
44,61,4
44,63,5
44,64,1
44,65,9
44,66,7
44,67,5
44,68,7
44,69,2
44,70,2
44,71,5
44,72,5
44,73,4
44,74,11
44,75,4
44,76,13
44,77,8
44,78,32
44,79,8
44,80,216
44,81,21
44,82,26
44,83,9
44,84,5
44,85,2
44,87,2
44,88,7
44,89,1
44,91,7
44,92,3
44,94,13
44,96,6
44,97,61
44,98,8
44,99,2
44,101,5
44,102,14
44,103,2
44,105,1
44,106,6
44,107,10
44,108,5
44,109,1
44,110,1
44,111,19
44,112,3
44,113,1
44,114,10
44,115,2
44,116,5
44,117,2
44,118,5
44,119,7
44,120,2
44,121,3
44,122,2
44,124,4
44,126,4
44,127,5
44,128,8
44,129,1
44,130,17
44,131,23
44,132,16
44,135,9
44,136,4
44,137,8
44,138,41
44,139,2
44,140,48
44,141,49
44,142,29
44,143,3
44,144,64
44,145,297
44,146,26
44,147,8
44,148,14
44,149,26
44,150,1
44,151,16
44,152,212
44,153,20
44,154,10
44,155,197
44,156,22
44,157,5
44,158,10
44,159,50
44,160,3
44,161,5
44,162,68
44,163,8
44,164,3
44,165,9
44,166,13
44,167,11
44,168,1
44,169,7
44,170,31
44,171,4
44,172,5
44,173,7
44,174,1
44,175,7
44,177,6
44,178,2
44,179,23
44,180,39
44,181,14
44,182,9
44,183,9
44,184,1
44,185,1
44,186,9
44,187,10
44,188,10
44,189,1
44,190,1
44,191,3
44,192,6
44,194,2
45,4,3
45,7,6
45,8,10
45,9,1
45,11,2
45,12,17
45,14,1
45,15,7
45,17,1
45,19,1
45,22,1
45,23,7
45,24,3
45,25,5
45,26,4
45,27,7
45,28,6
45,29,1
45,30,2
45,31,8
45,32,7
45,33,1
45,34,8
45,35,6
45,36,3
45,38,4
45,40,1
45,42,1
45,43,7
45,44,4
45,47,3
45,48,1
45,49,15
45,51,4
45,52,1
45,53,7
45,54,1
45,55,2
45,57,1
45,58,3
45,59,5
45,60,2
45,61,2
45,62,5
45,63,4
45,64,2
45,65,5
45,66,8
45,67,1
45,68,4
45,69,1
45,70,1
45,71,2
45,72,4
45,73,3
45,74,6
45,75,2
45,76,6
45,77,6
45,78,37
45,79,8
45,80,123
45,81,16
45,82,17
45,83,5
45,84,2
45,85,6
45,86,1
45,87,6
45,88,3
45,89,17
45,90,2
45,91,1
45,92,3
45,93,2
45,94,17
45,95,1
45,96,12
45,97,54
45,98,12
45,99,5
45,100,1
45,101,6
45,102,25
45,103,3
45,104,3
45,105,4
45,107,5
45,108,4
45,109,3
45,110,6
45,111,17
45,112,1
45,113,1
45,114,6
45,115,3
45,116,2
45,118,2
45,119,5
45,120,2
45,121,5
45,123,1
45,124,3
45,126,5
45,127,13
45,128,2
45,130,4
45,131,29
45,132,11
45,133,1
45,134,5
45,135,7
45,137,8
45,138,13
45,140,36
45,141,33
45,142,14
45,143,1
45,144,34
45,145,177
45,146,19
45,147,2
45,148,8
45,149,35
45,150,3
45,151,14
45,152,126
45,153,7
45,154,9
45,155,140
45,156,20
45,157,1
45,158,9
45,159,27
45,160,7
45,161,3
45,162,32
45,163,4
45,164,15
45,165,9
45,166,5
45,167,13
45,168,5
45,169,6
45,170,35
45,171,4
45,172,2
45,173,2
45,174,1
45,175,7
45,176,1
45,179,12
45,180,25
45,181,20
45,182,9
45,183,9
45,184,4
45,186,11
45,187,5
45,188,9
45,190,5
45,191,1
45,192,10
45,193,5
45,194,2
46,1,4
46,2,2
46,4,1
46,5,1
46,6,3
46,7,2
46,8,3
46,9,5
46,11,1
46,12,29
46,13,2
46,14,4
46,15,2
46,17,4
46,19,3
46,20,2
46,21,3
46,22,2
46,23,2
46,24,1
46,25,8
46,26,5
46,27,8
46,29,4
46,30,1
46,31,12
46,32,12
46,34,9
46,35,2
46,36,3
46,41,3
46,43,2
46,44,9
46,45,3
46,49,15
46,50,1
46,51,10
46,52,6
46,53,6
46,55,8
46,60,8
46,61,3
46,62,5
46,64,1
46,65,1
46,66,8
46,67,3
46,68,2
46,69,1
46,70,2
46,71,6
46,72,2
46,74,8
46,75,2
46,76,4
46,77,4
46,78,23
46,79,3
46,80,132
46,81,11
46,82,14
46,84,4
46,85,14
46,86,5
46,87,3
46,88,1
46,89,2
46,91,3
46,92,9
46,93,1
46,94,21
46,95,2
46,96,10
46,97,40
46,98,7
46,99,5
46,101,1
46,102,9
46,103,3
46,104,3
46,105,8
46,106,2
46,107,5
46,108,2
46,109,3
46,110,2
46,111,13
46,113,1
46,114,5
46,115,1
46,116,4
46,118,5
46,119,1
46,120,4
46,121,2
46,123,1
46,124,5
46,126,3
46,127,8
46,128,1
46,130,2
46,131,17
46,132,17
46,134,10
46,135,3
46,137,2
46,138,13
46,139,1
46,140,35
46,141,35
46,142,17
46,143,2
46,144,27
46,145,133
46,146,22
46,147,6
46,148,17
46,149,5
46,150,6
46,151,16
46,152,95
46,153,12
46,154,1
46,155,113
46,156,18
46,157,5
46,158,4
46,159,47
46,160,7
46,161,3
46,162,32
46,163,1
46,164,4
46,165,1
46,166,3
46,167,9
46,168,1
46,169,4
46,170,32
46,171,4
46,172,2
46,173,6
46,174,1
46,175,17
46,176,5
46,179,11
46,180,25
46,181,13
46,182,15
46,183,10
46,185,3
46,186,9
46,187,7
46,188,6
46,189,2
46,190,6
46,192,6
46,193,1
46,194,6
47,2,1
47,8,12
47,9,5
47,12,17
47,13,1
47,14,1
47,15,2
47,16,1
47,17,1
47,18,1
47,19,5
47,20,2
47,21,5
47,22,1
47,23,6
47,24,2
47,25,10
47,27,7
47,29,2
47,30,2
47,31,6
47,32,5
47,33,3
47,34,8
47,35,2
47,36,2
47,37,2
47,38,2
47,42,1
47,44,5
47,45,12
47,46,2
47,48,1
47,49,17
47,51,9
47,52,11
47,53,4
47,54,5
47,55,5
47,58,3
47,60,1
47,65,2
47,66,4
47,67,1
47,68,2
47,69,1
47,70,3
47,71,8
47,72,6
47,73,4
47,74,5
47,75,2
47,76,8
47,77,2
47,78,34
47,79,2
47,80,116
47,81,8
47,82,10
47,83,4
47,84,1
47,85,6
47,86,3
47,88,7
47,89,8
47,91,2
47,92,5
47,94,14
47,95,1
47,96,1
47,97,38
47,98,14
47,99,3
47,101,4
47,102,2
47,103,1
47,104,1
47,105,1
47,106,5
47,107,7
47,108,3
47,109,1
47,110,6
47,111,10
47,114,15
47,115,2
47,116,3
47,118,2
47,119,4
47,120,1
47,121,8
47,122,3
47,124,1
47,126,6
47,127,9
47,128,3
47,130,7
47,131,13
47,132,14
47,133,1
47,134,7
47,135,1
47,136,2
47,137,4
47,138,6
47,139,1
47,140,36
47,141,24
47,142,21
47,143,2
47,144,24
47,145,132
47,146,21
47,147,2
47,148,2
47,149,14
47,150,5
47,151,4
47,152,69
47,153,9
47,154,3
47,155,90
47,156,15
47,159,24
47,160,2
47,162,20
47,163,2
47,164,2
47,165,3
47,166,5
47,167,6
47,168,2
47,169,1
47,170,15
47,171,2
47,172,3
47,173,1
47,175,5
47,176,2
47,177,1
47,179,16
47,180,17
47,181,8
47,182,10
47,183,5
47,184,1
47,186,10
47,187,2
47,188,5
47,190,3
47,193,2
47,194,2
48,2,2
48,4,1
48,5,4
48,8,1
48,9,6
48,12,19
48,13,6
48,14,4
48,15,6
48,16,2
48,19,5
48,22,5
48,23,8
48,24,2
48,25,11
48,26,1
48,27,5
48,28,1
48,29,3
48,30,3
48,31,10
48,32,5
48,33,2
48,34,11
48,35,6
48,36,6
48,38,5
48,44,6
48,45,5
48,46,2
48,47,1
48,49,26
48,51,10
48,52,5
48,53,8
48,54,6
48,55,7
48,56,1
48,57,1
48,58,2
48,59,2
48,61,3
48,62,2
48,63,3
48,64,1
48,65,1
48,66,2
48,67,5
48,68,4
48,69,1
48,70,1
48,71,6
48,72,3
48,74,3
48,76,3
48,77,6
48,78,24
48,79,3
48,80,143
48,81,14
48,82,13
48,83,3
48,84,1
48,85,6
48,87,3
48,88,8
48,89,18
48,91,1
48,92,1
48,93,3
48,94,16
48,95,1
48,96,4
48,97,24
48,98,4
48,99,2
48,101,2
48,102,4
48,103,4
48,104,5
48,105,3
48,106,2
48,107,6
48,109,1
48,110,2
48,111,11
48,112,1
48,113,5
48,114,1
48,115,7
48,117,1
48,118,5
48,119,5
48,120,4
48,122,1
48,123,1
48,124,2
48,126,9
48,127,7
48,128,2
48,129,2
48,130,9
48,131,13
48,132,4
48,133,1
48,134,7
48,135,8
48,136,4
48,137,4
48,138,1
48,139,3
48,140,45
48,141,26
48,142,15
48,143,5
48,144,51
48,145,157
48,146,15
48,147,2
48,148,13
48,149,12
48,150,8
48,151,7
48,152,121
48,153,10
48,154,3
48,155,121
48,156,12
48,157,2
48,158,10
48,159,50
48,160,10
48,161,3
48,162,25
48,163,14
48,164,5
48,165,7
48,166,3
48,167,12
48,168,2
48,169,9
48,170,16
48,171,4
48,172,1
48,173,7
48,175,8
48,176,4
48,178,1
48,179,11
48,180,25
48,181,9
48,182,12
48,183,4
48,184,1
48,186,9
48,187,3
48,188,8
48,190,5
48,191,1
48,192,1
48,193,1
48,194,1
49,7,1
49,9,5
49,11,1
49,12,20
49,13,1
49,14,2
49,16,3
49,18,1
49,19,5
49,21,13
49,22,10
49,23,5
49,25,5
49,27,5
49,28,2
49,29,1
49,30,3
49,31,10
49,32,3
49,33,3
49,34,13
49,35,3
49,36,3
49,37,2
49,38,5
49,39,2
49,44,2
49,45,1
49,46,1
49,51,3
49,52,11
49,53,9
49,54,6
49,55,4
49,57,3
49,59,1
49,60,1
49,61,2
49,63,1
49,64,1
49,65,2
49,67,1
49,68,1
49,69,1
49,70,1
49,71,2
49,72,7
49,74,2
49,75,1
49,76,6
49,77,7
49,78,25
49,79,3
49,80,273
49,81,10
49,82,6
49,83,6
49,87,2
49,88,1
49,89,1
49,94,13
49,95,1
49,97,8
49,101,3
49,102,4
49,104,2
49,107,4
49,108,3
49,109,4
49,110,4
49,111,3
49,112,2
49,113,4
49,114,3
49,115,6
49,116,12
49,117,1
49,118,3
49,120,4
49,121,1
49,122,1
49,124,1
49,126,7
49,127,3
49,128,3
49,130,9
49,131,1
49,132,6
49,135,6
49,137,5
49,140,23
49,141,36
49,142,22
49,143,5
49,144,43
49,145,235
49,146,15
49,148,4
49,149,3
49,151,3
49,152,167
49,153,5
49,154,1
49,155,57
49,156,12
49,157,1
49,159,18
49,160,1
49,161,2
49,162,45
49,163,1
49,164,5
49,165,3
49,166,7
49,167,5
49,170,8
49,171,3
49,173,3
49,175,3
49,177,2
49,178,1
49,179,2
49,180,4
49,181,1
49,182,2
49,183,1
49,185,2
49,186,4
49,187,2
49,188,2
49,191,2
49,192,2
49,194,1
50,2,1
50,4,3
50,7,5
50,8,4
50,9,9
50,11,2
50,12,22
50,13,2
50,14,1
50,15,5
50,17,2
50,19,2
50,20,4
50,21,16
50,22,1
50,23,5
50,25,1
50,26,2
50,27,12
50,29,7
50,31,6
50,32,6
50,33,1
50,34,31
50,35,8
50,36,3
50,37,2
50,38,2
50,40,1
50,43,5
50,44,4
50,45,1
50,47,1
50,48,1
50,49,48
50,51,26
50,52,24
50,53,24
50,55,3
50,57,2
50,58,3
50,60,3
50,61,2
50,63,1
50,66,2
50,67,7
50,68,2
50,69,1
50,72,4
50,73,3
50,74,5
50,75,5
50,76,7
50,77,2
50,78,49
50,79,9
50,80,199
50,81,14
50,82,7
50,83,3
50,85,2
50,87,9
50,92,1
50,94,13
50,96,6
50,97,35
50,99,2
50,101,7
50,102,6
50,104,9
50,105,10
50,106,1
50,107,16
50,108,2
50,109,2
50,110,7
50,111,12
50,114,1
50,115,7
50,116,7
50,118,2
50,119,3
50,121,3
50,123,6
50,126,4
50,127,3
50,128,2
50,129,2
50,130,4
50,131,7
50,132,6
50,133,1
50,135,6
50,136,3
50,137,4
50,138,3
50,139,1
50,140,27
50,141,59
50,142,20
50,143,4
50,144,58
50,145,301
50,146,12
50,147,8
50,148,6
50,149,1
50,151,2
50,152,215
50,153,7
50,154,4
50,155,143
50,156,13
50,157,3
50,158,4
50,159,21
50,160,2
50,161,2
50,162,64
50,163,7
50,164,3
50,165,2
50,166,4
50,167,6
50,169,3
50,170,22
50,171,6
50,173,5
50,174,1
50,175,10
50,176,2
50,177,4
50,178,1
50,179,8
50,180,14
50,181,4
50,182,5
50,186,10
50,187,3
50,188,6
50,190,1
50,191,2
50,192,3
50,193,2
51,2,1
51,3,1
51,5,4
51,6,1
51,7,2
51,8,8
51,9,11
51,10,1
51,12,22
51,13,3
51,15,2
51,17,1
51,19,7
51,20,2
51,21,9
51,22,17
51,23,1
51,24,2
51,25,4
51,26,2
51,27,8
51,28,1
51,29,5
51,30,2
51,31,6
51,32,8
51,33,6
51,34,14
51,35,5
51,36,5
51,38,2
51,39,1
51,41,2
51,42,3
51,44,18
51,45,7
51,46,2
51,49,25
51,50,1
51,52,20
51,53,17
51,54,2
51,55,1
51,56,2
51,57,2
51,58,4
51,59,6
51,60,1
51,61,6
51,62,3
51,63,7
51,64,5
51,65,5
51,67,4
51,69,3
51,71,26
51,72,3
51,73,8
51,74,16
51,75,3
51,76,2
51,77,5
51,78,39
51,79,8
51,80,170
51,81,23
51,82,13
51,83,9
51,84,3
51,86,6
51,87,7
51,88,5
51,89,1
51,91,2
51,92,4
51,93,2
51,94,8
51,95,3
51,96,3
51,97,37
51,98,6
51,99,1
51,100,1
51,101,3
51,102,9
51,105,3
51,106,1
51,107,7
51,108,7
51,109,3
51,110,2
51,111,12
51,114,8
51,115,9
51,116,7
51,117,2
51,118,4
51,119,4
51,120,10
51,121,2
51,122,1
51,125,3
51,126,3
51,127,16
51,128,1
51,129,1
51,130,9
51,131,16
51,132,13
51,133,1
51,134,3
51,135,4
51,136,5
51,137,2
51,138,6
51,139,1
51,140,30
51,141,34
51,142,15
51,143,1
51,144,64
51,145,282
51,146,16
51,147,6
51,148,9
51,149,6
51,150,1
51,151,3
51,152,216
51,153,19
51,154,4
51,155,116
51,156,27
51,158,6
51,159,46
51,160,4
51,161,1
51,162,54
51,163,3
51,164,2
51,165,6
51,166,6
51,167,4
51,168,2
51,169,1
51,170,22
51,171,4
51,172,1
51,173,3
51,174,1
51,175,5
51,176,1
51,178,1
51,179,15
51,180,16
51,181,3
51,182,5
51,184,1
51,185,4
51,186,3
51,187,6
51,188,10
51,190,1
51,191,3
51,192,8
51,193,1
51,194,2
52,1,1
52,7,2
52,8,3
52,9,1
52,12,11
52,15,3
52,16,1
52,18,1
52,19,3
52,21,8
52,22,5
52,23,1
52,27,2
52,29,1
52,31,7
52,32,9
52,34,18
52,35,6
52,36,3
52,39,4
52,44,2
52,45,1
52,49,12
52,51,4
52,54,2
52,58,2
52,59,1
52,60,1
52,61,4
52,63,2
52,64,1
52,66,2
52,68,1
52,71,2
52,72,6
52,73,5
52,74,17
52,76,1
52,77,3
52,78,19
52,79,6
52,80,45
52,81,7
52,82,18
52,88,1
52,91,1
52,93,2
52,94,7
52,96,1
52,97,4
52,101,9
52,102,3
52,103,1
52,105,1
52,107,14
52,108,3
52,109,4
52,110,5
52,111,10
52,114,1
52,116,4
52,118,4
52,119,3
52,126,7
52,127,7
52,128,1
52,130,1
52,131,4
52,132,3
52,135,2
52,137,2
52,140,29
52,141,22
52,142,13
52,144,24
52,145,247
52,146,9
52,147,2
52,148,8
52,149,5
52,151,1
52,152,148
52,153,5
52,154,4
52,155,35
52,156,13
52,157,1
52,158,2
52,159,38
52,161,6
52,162,59
52,163,4
52,164,3
52,165,6
52,166,3
52,167,3
52,169,1
52,170,11
52,171,3
52,172,2
52,173,1
52,175,3
52,177,3
52,179,9
52,182,4
52,184,2
52,186,8
52,187,2
52,188,1
52,190,2
52,191,2
52,192,3
53,1,3
53,4,2
53,5,1
53,6,3
53,7,6
53,8,8
53,9,11
53,12,24
53,13,3
53,14,7
53,17,4
53,18,1
53,19,5
53,20,1
53,21,2
53,22,6
53,23,4
53,24,3
53,25,14
53,27,9
53,28,4
53,29,2
53,31,10
53,32,11
53,33,4
53,34,12
53,35,12
53,36,5
53,37,2
53,38,4
53,39,1
53,47,1
53,49,35
53,50,4
53,51,5
53,52,12
53,54,1
53,56,1
53,58,11
53,60,1
53,63,1
53,65,3
53,66,3
53,67,1
53,68,1
53,69,1
53,70,2
53,73,1
53,75,4
53,76,1
53,77,16
53,78,28
53,80,161
53,81,18
53,82,8
53,83,3
53,84,2
53,85,1
53,87,3
53,88,5
53,91,1
53,94,6
53,95,1
53,96,6
53,97,21
53,98,5
53,101,7
53,102,5
53,104,5
53,105,1
53,106,1
53,107,6
53,108,2
53,109,6
53,110,7
53,111,2
53,112,2
53,113,3
53,114,1
53,115,1
53,118,1
53,119,2
53,120,1
53,121,1
53,124,1
53,126,7
53,127,10
53,128,3
53,129,1
53,130,6
53,131,2
53,132,1
53,134,3
53,135,2
53,136,1
53,137,3
53,138,4
53,140,17
53,141,36
53,142,18
53,144,40
53,145,304
53,146,7
53,147,4
53,148,18
53,149,9
53,150,2
53,151,2
53,152,171
53,153,15
53,154,2
53,155,100
53,156,14
53,158,6
53,159,36
53,160,2
53,161,1
53,162,63
53,163,4
53,164,4
53,165,3
53,166,2
53,167,2
53,168,1
53,170,15
53,171,1
53,173,1
53,174,1
53,175,5
53,176,1
53,177,3
53,179,10
53,180,7
53,181,4
53,182,9
53,183,5
53,184,1
53,185,2
53,186,7
53,187,3
53,188,5
53,190,1
53,192,9
53,193,4
53,194,2
54,1,5
54,4,1
54,7,4
54,8,4
54,9,10
54,10,1
54,12,32
54,13,5
54,14,3
54,15,1
54,16,12
54,17,2
54,18,3
54,19,4
54,21,12
54,22,9
54,23,4
54,24,4
54,25,6
54,26,1
54,27,3
54,28,2
54,29,4
54,30,3
54,31,8
54,32,8
54,33,10
54,34,26
54,35,4
54,36,9
54,37,1
54,38,5
54,40,3
54,42,2
54,43,3
54,44,5
54,49,33
54,51,12
54,52,8
54,53,8
54,55,3
54,57,1
54,58,6
54,60,2
54,61,2
54,63,8
54,64,4
54,68,6
54,69,3
54,70,1
54,71,1
54,72,1
54,73,1
54,74,3
54,75,2
54,76,11
54,77,2
54,78,30
54,79,2
54,80,111
54,81,3
54,82,15
54,84,2
54,85,8
54,88,1
54,89,3
54,91,2
54,92,4
54,93,1
54,94,10
54,96,10
54,97,15
54,98,2
54,99,1
54,101,12
54,102,9
54,103,3
54,104,3
54,106,3
54,107,4
54,108,8
54,109,6
54,110,8
54,111,9
54,112,1
54,113,1
54,114,5
54,115,4
54,116,3
54,117,2
54,118,3
54,119,1
54,120,6
54,124,2
54,126,10
54,127,5
54,128,5
54,129,3
54,130,3
54,131,13
54,132,5
54,133,1
54,135,10
54,136,4
54,137,4
54,138,2
54,140,22
54,141,26
54,142,7
54,143,5
54,144,29
54,145,220
54,146,5
54,147,3
54,148,6
54,149,6
54,150,1
54,151,7
54,152,159
54,153,10
54,154,2
54,155,108
54,156,25
54,157,2
54,158,2
54,159,35
54,160,1
54,161,1
54,162,47
54,163,6
54,164,7
54,165,1
54,166,6
54,167,8
54,168,2
54,169,6
54,170,21
54,171,2
54,172,1
54,175,2
54,177,1
54,179,4
54,180,17
54,181,5
54,182,6
54,183,10
54,185,3
54,186,8
54,187,2
54,188,2
54,190,3
54,191,1
54,192,9
54,193,3
55,5,2
55,7,2
55,8,2
55,9,3
55,12,23
55,13,2
55,14,2
55,16,4
55,17,5
55,18,3
55,19,17
55,21,29
55,22,7
55,23,2
55,24,5
55,25,9
55,26,1
55,27,5
55,29,6
55,30,4
55,31,36
55,32,12
55,33,8
55,34,36
55,35,11
55,36,8
55,37,1
55,38,4
55,40,1
55,43,1
55,44,1
55,45,2
55,48,1
55,49,23
55,50,3
55,51,9
55,52,39
55,53,7
55,54,7
55,56,3
55,58,3
55,59,1
55,60,5
55,61,3
55,62,2
55,63,2
55,64,2
55,66,2
55,67,1
55,68,19
55,69,1
55,71,4
55,72,3
55,73,1
55,74,7
55,75,2
55,76,12
55,77,4
55,78,26
55,79,4
55,80,123
55,81,17
55,82,22
55,83,1
55,84,3
55,85,1
55,86,2
55,88,1
55,89,1
55,91,2
55,92,1
55,94,4
55,96,1
55,97,18
55,98,6
55,101,15
55,102,18
55,103,5
55,104,2
55,106,3
55,107,18
55,108,5
55,109,1
55,110,7
55,111,23
55,112,1
55,113,5
55,114,5
55,115,6
55,116,2
55,118,1
55,119,2
55,120,5
55,121,1
55,122,7
55,126,11
55,127,12
55,128,11
55,129,3
55,130,8
55,131,6
55,132,5
55,133,1
55,134,1
55,135,9
55,136,5
55,137,2
55,138,1
55,140,31
55,141,29
55,142,19
55,143,6
55,144,24
55,145,237
55,146,20
55,147,3
55,148,18
55,149,6
55,150,8
55,151,7
55,152,220
55,153,21
55,154,1
55,155,107
55,156,21
55,157,1
55,158,4
55,159,42
55,161,2
55,162,52
55,163,7
55,164,1
55,165,6
55,166,11
55,167,8
55,168,2
55,169,5
55,170,12
55,172,1
55,175,3
55,176,4
55,177,7
55,178,2
55,179,8
55,180,24
55,181,5
55,182,11
55,183,3
55,184,2
55,185,1
55,186,4
55,187,6
55,188,6
55,190,5
55,191,3
55,192,1
55,193,1
56,6,1
56,9,1
56,11,1
56,12,2
56,15,2
56,17,1
56,21,12
56,22,1
56,23,1
56,24,2
56,25,1
56,26,4
56,31,11
56,32,8
56,33,2
56,34,3
56,35,1
56,37,1
56,38,3
56,43,2
56,44,1
56,45,1
56,49,14
56,51,4
56,52,11
56,53,3
56,54,1
56,60,1
56,68,1
56,72,1
56,74,5
56,75,1
56,76,3
56,77,2
56,78,5
56,79,1
56,80,48
56,81,3
56,82,6
56,93,1
56,94,7
56,96,1
56,97,4
56,101,2
56,107,1
56,108,3
56,109,8
56,110,9
56,111,3
56,115,3
56,118,1
56,119,1
56,126,8
56,127,2
56,132,2
56,135,2
56,136,1
56,140,8
56,141,8
56,142,2
56,144,5
56,145,101
56,146,3
56,147,1
56,148,3
56,149,6
56,151,2
56,152,99
56,153,5
56,154,1
56,155,40
56,156,2
56,158,2
56,159,24
56,160,1
56,162,26
56,163,4
56,164,5
56,166,3
56,169,1
56,170,2
56,172,1
56,173,2
56,175,2
56,177,3
56,178,1
56,179,4
56,180,3
56,181,2
56,182,1
56,185,1
56,186,1
56,187,1
56,192,1
57,5,2
57,7,6
57,8,1
57,10,2
57,12,8
57,15,4
57,16,3
57,17,4
57,18,2
57,21,13
57,22,3
57,23,5
57,24,1
57,25,4
57,27,10
57,29,4
57,30,2
57,31,3
57,32,5
57,33,1
57,34,22
57,35,4
57,36,3
57,37,1
57,38,2
57,43,4
57,45,1
57,47,1
57,48,1
57,49,25
57,51,8
57,52,16
57,53,10
57,54,8
57,55,3
57,56,2
57,58,1
57,60,1
57,61,1
57,63,9
57,65,1
57,68,1
57,69,1
57,72,1
57,73,5
57,74,3
57,75,4
57,76,2
57,77,1
57,78,33
57,79,2
57,80,115
57,81,1
57,82,7
57,84,1
57,89,1
57,94,6
57,96,2
57,97,7
57,98,4
57,99,1
57,100,4
57,101,5
57,102,6
57,104,1
57,105,3
57,109,2
57,110,7
57,111,4
57,114,5
57,115,1
57,117,1
57,118,1
57,119,3
57,120,1
57,121,4
57,122,1
57,124,1
57,126,14
57,127,13
57,128,6
57,130,1
57,131,5
57,132,3
57,134,1
57,135,3
57,136,2
57,137,4
57,140,13
57,141,21
57,142,12
57,143,3
57,144,22
57,145,166
57,146,6
57,147,4
57,148,3
57,149,1
57,150,2
57,151,4
57,152,103
57,153,7
57,155,82
57,156,12
57,158,9
57,159,21
57,160,1
57,162,31
57,163,5
57,164,2
57,166,3
57,167,3
57,168,1
57,169,2
57,170,21
57,171,6
57,172,1
57,173,1
57,174,2
57,177,1
57,179,7
57,180,5
57,181,10
57,182,3
57,183,3
57,186,4
57,187,5
57,188,4
57,190,4
57,193,5
57,194,3
58,1,2
58,2,2
58,4,1
58,6,1
58,7,2
58,8,3
58,9,7
58,12,22
58,13,3
58,14,2
58,17,3
58,18,1
58,19,4
58,20,2
58,21,6
58,22,11
58,23,10
58,24,3
58,25,9
58,26,1
58,27,11
58,28,4
58,29,13
58,30,2
58,31,10
58,32,12
58,33,3
58,34,28
58,35,3
58,36,7
58,37,1
58,38,3
58,42,3
58,43,1
58,44,1
58,45,2
58,47,2
58,49,33
58,50,3
58,51,17
58,52,7
58,53,18
58,54,5
58,55,3
58,56,2
58,61,1
58,62,2
58,63,7
58,64,1
58,65,2
58,66,1
58,68,1
58,69,2
58,70,1
58,72,2
58,74,7
58,75,6
58,76,13
58,77,11
58,78,35
58,79,5
58,80,143
58,81,10
58,82,8
58,83,3
58,84,4
58,85,6
58,87,3
58,88,3
58,89,1
58,93,1
58,94,7
58,95,1
58,97,29
58,98,4
58,99,4
58,101,6
58,102,7
58,103,7
58,104,10
58,105,1
58,106,3
58,107,4
58,108,3
58,110,3
58,111,5
58,112,1
58,114,3
58,115,6
58,116,5
58,119,3
58,120,3
58,121,3
58,126,10
58,127,2
58,128,5
58,130,7
58,131,9
58,132,7
58,134,1
58,135,5
58,136,2
58,137,9
58,138,2
58,139,1
58,140,16
58,141,32
58,142,11
58,143,1
58,144,31
58,145,233
58,146,25
58,147,7
58,148,14
58,149,18
58,151,1
58,152,144
58,153,12
58,155,110
58,156,24
58,158,4
58,159,40
58,160,2
58,161,1
58,162,41
58,163,4
58,164,3
58,166,5
58,167,5
58,169,1
58,170,10
58,171,3
58,173,1
58,175,3
58,176,1
58,177,1
58,178,1
58,179,6
58,180,10
58,181,5
58,182,8
58,183,2
58,184,1
58,185,1
58,186,4
58,188,6
58,190,2
58,191,1
58,192,4
58,193,1
59,1,6
59,2,2
59,4,4
59,5,3
59,6,1
59,7,5
59,8,11
59,9,23
59,10,3
59,11,9
59,12,52
59,13,3
59,14,4
59,16,2
59,17,10
59,18,3
59,19,1
59,21,9
59,22,4
59,23,11
59,24,3
59,25,22
59,26,2
59,27,3
59,28,7
59,29,5
59,31,17
59,32,11
59,33,3
59,34,17
59,35,8
