O,D,Ton
50,47,11
50,48,25
50,49,12
50,52,2
50,53,2
50,54,4
50,55,44
50,56,131
50,58,4
50,59,7
50,60,1
50,61,3
50,62,9
50,63,72
50,64,2
50,65,6
50,66,5
50,67,358
50,68,19
50,69,12
50,70,4
50,71,18
50,72,29
50,73,17
50,74,15
50,75,19
50,76,40
50,77,1
50,78,10
50,79,17
50,81,3
50,82,14
50,83,1
50,84,14
50,85,11
50,86,6
50,88,2
50,89,2
50,90,2
50,93,1
50,94,6
50,95,1
50,96,3
50,97,2
50,98,17
50,99,334
50,100,35
50,101,2
50,102,18
50,103,5
50,104,3
50,105,11
50,106,23
50,107,2
50,108,8
50,110,52
50,111,21
50,112,21
50,113,20
50,114,9
50,115,18
50,117,2
50,118,57
50,119,1
50,120,3
50,121,2
50,122,13
50,123,47
50,124,28
50,125,6
50,126,9
50,127,10
50,128,5
50,129,10
50,130,1
50,132,3
50,133,11
50,135,1
50,136,2
50,137,22
50,138,5
50,139,6
50,140,46
50,141,7
50,143,3
50,145,8
50,146,31
50,147,10
50,148,10
50,149,7
50,151,3
50,152,4
50,153,1
50,154,12
50,155,65
50,156,5
50,157,1
50,158,19
50,159,16
50,160,11
50,161,13
50,162,2
50,163,2
50,164,6
50,165,21
50,166,6
50,167,21
50,169,16
50,170,1
50,171,3
50,172,28
50,173,3
50,175,12
50,177,5
50,178,1
50,180,1
50,181,5
50,182,1
50,183,2
50,184,2
50,187,10
50,188,1
50,189,3
50,191,3
50,192,15
50,193,2
50,194,1
50,195,4
50,196,2
50,197,4
50,198,7
50,199,2
51,1,7
51,2,6
51,3,9
51,4,5
51,5,84
51,6,5
51,7,4
51,8,12
51,9,4
51,10,4
51,11,33
51,12,9
51,13,11
51,14,7
51,15,25
51,16,10
51,17,2
51,18,17
51,19,5
51,21,41
51,22,4
51,23,16
51,24,1
51,25,59
51,26,5
51,28,43
51,29,7
51,30,4
51,31,3
51,32,39
51,33,7
51,34,14
51,35,13
51,36,6
51,37,16
51,38,6
51,39,28
51,40,7
51,41,2
51,42,53
51,43,24
51,44,19
51,45,5
51,46,18
51,47,4
51,48,22
51,49,9
51,50,4
51,52,2
51,53,5
51,54,3
51,55,34
51,56,78
51,57,3
51,58,6
51,59,19
51,62,8
51,63,40
51,64,3
51,65,11
51,66,8
51,67,303
51,68,21
51,69,12
51,70,4
51,71,18
51,72,22
51,73,19
51,74,4
51,75,13
51,76,26
51,77,1
51,78,6
51,79,12
51,80,3
51,81,8
51,82,11
51,83,6
51,84,11
51,85,2
51,86,5
51,87,6
51,88,2
51,89,1
51,90,1
51,92,1
51,93,3
51,94,1
51,96,1
51,97,7
51,98,13
51,99,222
51,100,49
51,101,15
51,102,10
51,103,1
51,104,7
51,105,4
51,106,4
51,107,2
51,108,2
51,110,34
51,111,11
51,112,22
51,113,34
51,114,10
51,115,6
51,117,2
51,118,38
51,119,1
51,122,7
51,123,37
51,124,20
51,125,10
51,126,11
51,127,3
51,128,1
51,129,12
51,130,4
51,131,1
51,132,2
51,133,2
51,135,4
51,136,7
51,137,12
51,138,7
51,139,1
51,140,37
51,141,17
51,143,1
51,145,4
51,146,16
51,147,17
51,148,9
51,149,5
51,151,4
51,152,6
51,153,2
51,155,34
51,156,5
51,157,7
51,158,4
51,159,9
51,160,6
51,161,15
51,162,4
51,163,12
51,164,8
51,165,38
51,166,11
51,167,8
51,169,12
51,170,4
51,171,2
51,172,14
51,174,1
51,175,20
51,177,4
51,178,5
51,179,1
51,180,2
51,181,1
51,183,1
51,184,1
51,187,6
51,188,2
51,189,1
51,191,6
51,192,9
51,194,4
51,195,5
51,196,2
51,197,2
51,198,3
51,199,1
52,1,2
52,2,17
52,3,6
52,4,4
52,5,23
52,6,2
52,8,1
52,9,3
52,10,4
52,11,13
52,12,1
52,13,12
52,14,7
52,15,11
52,16,19
52,17,2
52,18,16
52,19,8
52,20,1
52,21,44
52,22,1
52,23,2
52,25,10
52,26,2
52,27,4
52,28,42
52,29,7
52,30,2
52,31,1
52,32,7
52,33,2
52,34,1
52,37,2
52,39,15
52,40,2
52,42,14
52,43,8
52,44,12
52,46,6
52,48,6
52,53,1
52,54,4
52,55,19
52,56,38
52,57,3
52,58,1
52,59,18
52,60,1
52,61,1
52,62,10
52,63,30
52,64,8
52,65,12
52,66,3
52,67,103
52,68,3
52,69,4
52,70,6
52,71,6
52,72,14
52,73,12
52,74,6
52,75,14
52,76,4
52,78,2
52,79,5
52,81,17
52,82,8
52,83,12
52,84,5
52,85,2
52,87,7
52,89,5
52,90,12
52,91,3
52,92,12
52,93,3
52,94,3
52,95,1
52,96,3
52,97,9
52,98,7
52,99,48
52,100,17
52,101,3
52,102,2
52,105,2
52,106,5
52,108,2
52,110,2
52,111,3
52,112,8
52,113,4
52,114,2
52,115,3
52,117,1
52,118,15
52,122,2
52,123,8
52,124,1
52,125,1
52,126,3
52,127,1
52,128,1
52,129,12
52,130,9
52,131,2
52,133,3
52,136,3
52,137,3
52,138,1
52,139,1
52,140,9
52,143,1
52,145,1
52,146,3
52,147,1
52,153,3
52,154,1
52,156,2
52,158,2
52,161,2
52,162,1
52,163,1
52,164,2
52,165,22
52,166,13
52,167,4
52,169,4
52,170,2
52,171,4
52,172,4
52,173,1
52,174,6
52,175,15
52,177,2
52,178,4
52,180,2
52,181,3
52,182,3
52,183,2
52,184,2
52,187,16
52,188,2
52,189,1
52,190,1
52,192,8
52,193,3
52,194,1
52,195,4
52,196,5
52,197,3
52,198,3
52,199,1
53,1,7
53,2,2
53,3,2
53,4,4
53,5,40
53,7,3
53,8,5
53,9,2
53,10,5
53,11,17
53,13,4
53,14,1
53,15,42
53,16,32
53,17,1
53,18,17
53,19,8
53,20,8
53,21,139
53,22,2
53,24,2
53,25,14
53,27,2
53,28,27
53,29,12
53,30,2
53,31,1
53,32,9
53,33,5
53,36,1
53,37,1
53,39,1
53,40,14
53,42,4
53,43,6
53,44,5
53,46,4
53,47,2
53,48,9
53,49,8
53,50,2
53,54,10
53,55,25
53,56,40
53,58,7
53,59,15
53,62,3
53,63,15
53,64,2
53,65,7
53,67,75
53,68,3
53,70,6
53,71,16
53,72,21
53,73,5
53,74,13
53,75,3
53,76,2
53,77,1
53,78,3
53,79,14
53,80,1
53,81,3
53,82,8
53,83,3
53,84,12
53,85,3
53,87,6
53,90,1
53,92,5
53,93,2
53,94,5
53,95,1
53,96,1
53,97,3
53,98,17
53,99,74
53,100,13
53,102,8
53,103,2
53,104,2
53,105,4
53,106,4
53,109,3
53,110,6
53,111,3
53,112,1
53,113,3
53,114,1
53,117,2
53,118,9
53,120,1
53,122,5
53,123,7
53,124,4
53,125,1
53,126,1
53,127,4
53,129,2
53,130,1
53,133,1
53,135,2
53,136,1
53,137,1
53,140,12
53,141,1
53,142,1
53,143,2
53,145,1
53,146,2
53,148,2
53,152,1
53,154,3
53,155,9
53,156,3
53,158,2
53,160,5
53,161,2
53,163,2
53,164,5
53,165,16
53,166,10
53,167,5
53,169,3
53,171,7
53,172,3
53,175,9
53,177,4
53,178,2
53,180,1
53,181,4
53,184,1
53,187,5
53,189,1
53,190,1
53,191,4
53,192,4
53,193,5
53,194,2
53,195,8
53,196,8
53,197,1
53,198,6
53,199,2
54,1,1
54,2,10
54,3,2
54,4,8
54,5,30
54,6,2
54,7,2
54,8,1
54,10,3
54,11,11
54,13,5
54,14,3
54,15,47
54,16,18
54,17,6
54,18,12
54,19,7
54,21,101
54,22,1
54,23,1
54,25,22
54,26,1
54,27,1
54,28,26
54,29,6
54,30,5
54,32,8
54,33,6
54,34,7
54,36,2
54,37,2
54,38,1
54,39,5
54,40,3
54,41,3
54,42,11
54,43,3
54,44,11
54,46,12
54,47,1
54,48,5
54,49,4
54,52,3
54,53,9
54,55,25
54,56,39
54,57,4
54,58,11
54,59,21
54,60,1
54,62,14
54,63,13
54,64,4
54,65,5
54,67,101
54,68,7
54,69,4
54,70,13
54,71,24
54,72,17
54,73,16
54,74,8
54,75,1
54,76,5
54,78,3
54,79,4
54,81,3
54,82,9
54,83,6
54,84,10
54,85,8
54,86,6
54,87,11
54,88,4
54,89,6
54,92,6
54,93,8
54,94,7
54,95,1
54,96,17
54,97,11
54,98,17
54,99,44
54,100,18
54,101,1
54,104,2
54,105,1
54,106,12
54,108,1
54,109,1
54,110,14
54,111,4
54,112,3
54,113,2
54,115,2
54,117,3
54,118,7
54,120,1
54,121,4
54,122,2
54,123,8
54,124,1
54,125,6
54,126,4
54,127,5
54,128,4
54,129,13
54,130,2
54,131,3
54,133,1
54,135,2
54,136,1
54,137,2
54,140,15
54,141,1
54,143,1
54,145,4
54,146,6
54,147,1
54,150,1
54,151,1
54,152,3
54,154,4
54,155,4
54,158,1
54,160,4
54,161,2
54,163,2
54,164,7
54,165,13
54,166,14
54,167,4
54,169,6
54,170,2
54,171,2
54,172,1
54,175,19
54,177,2
54,178,1
54,181,2
54,183,1
54,184,3
54,186,3
54,187,14
54,188,5
54,192,13
54,193,1
54,194,5
54,195,10
54,196,5
54,197,2
54,198,12
54,199,8
55,1,1
55,3,4
55,4,1
55,5,143
55,7,2
55,11,9
55,13,8
55,14,1
55,15,26
55,16,12
55,18,4
55,21,42
55,22,2
55,26,1
55,27,1
55,28,15
55,29,3
55,31,1
55,32,8
55,33,3
55,40,4
55,42,6
55,43,3
55,46,7
55,49,1
55,54,2
55,56,24
55,57,2
55,59,6
55,62,7
55,63,35
55,64,3
55,65,4
55,66,1
55,67,87
55,68,2
55,69,2
55,70,6
55,71,4
55,72,10
55,73,8
55,74,3
55,76,3
55,79,13
55,81,1
55,82,1
55,84,4
55,85,2
55,87,2
55,89,1
55,90,1
55,94,2
55,97,1
55,98,4
55,99,21
55,101,1
55,102,6
55,103,1
55,105,1
55,106,3
55,108,1
55,110,10
55,111,5
55,112,1
55,114,1
55,115,1
55,117,2
55,118,1
55,119,1
55,123,5
55,124,1
55,127,1
55,128,1
55,130,1
55,133,4
55,134,4
55,135,2
55,136,1
55,137,1
55,138,1
55,140,5
55,141,1
55,143,1
55,145,2
55,146,3
55,147,1
55,149,1
55,151,1
55,152,1
55,157,1
55,160,1
55,161,1
55,163,1
55,164,5
55,165,3
55,166,3
55,170,1
55,171,1
55,172,1
55,173,1
55,175,3
55,178,1
55,189,2
55,192,1
55,193,2
55,194,6
55,196,1
55,197,4
55,198,1
55,199,2
56,1,3
56,2,1
56,3,2
56,4,3
56,5,75
56,6,1
56,7,1
56,8,1
56,11,12
56,12,1
56,13,1
56,14,1
56,15,1
56,16,8
56,19,1
56,20,2
56,21,10
56,23,2
56,25,8
56,28,3
56,29,2
56,31,1
56,32,9
56,33,3
56,37,1
56,39,1
56,40,7
56,41,2
56,42,6
56,43,3
56,46,8
56,48,1
56,55,8
56,59,9
56,60,1
56,61,1
56,62,4
56,63,8
56,64,6
56,65,8
56,66,14
56,67,97
56,68,4
56,71,2
56,72,2
56,73,4
56,76,3
56,79,1
56,81,6
56,83,1
56,84,2
56,92,1
56,93,1
56,96,1
56,97,1
56,98,2
56,99,25
56,100,6
56,101,1
56,103,1
56,104,5
56,105,1
56,106,1
56,108,2
56,110,10
56,112,1
56,113,3
56,117,6
56,118,2
56,119,1
56,120,2
56,122,1
56,123,7
56,125,1
56,128,1
56,129,2
56,133,5
56,134,2
56,136,1
56,137,1
56,140,13
56,141,1
56,143,1
56,152,1
56,155,2
56,157,1
56,158,2
56,160,3
56,161,1
56,164,7
56,165,3
56,166,3
56,167,9
56,169,2
56,175,1
56,178,3
56,182,1
56,191,2
56,192,3
56,193,1
56,197,1
56,198,1
57,1,1
57,2,2
57,3,7
57,5,23
57,8,1
57,10,4
57,11,17
57,12,4
57,13,3
57,14,3
57,15,1
57,16,2
57,17,2
57,18,4
57,19,3
57,21,13
57,22,5
57,23,5
57,24,4
57,25,14
57,26,4
57,27,1
57,28,6
57,29,2
57,31,1
57,32,11
57,33,1
57,37,1
57,39,1
57,40,5
57,42,6
57,43,4
57,44,8
57,46,4
57,47,1
57,49,1
57,52,1
57,53,2
57,54,2
57,55,6
57,56,28
57,58,1
57,59,3
57,60,1
57,62,3
57,63,10
57,64,1
57,65,6
57,66,1
57,67,144
57,68,5
57,69,10
57,70,1
57,72,5
57,73,4
57,75,7
57,76,9
57,78,1
57,79,5
57,81,2
57,82,2
57,84,8
57,87,1
57,91,1
57,92,2
57,93,1
57,94,3
57,97,2
57,98,2
57,99,49
57,100,12
57,104,2
57,106,2
57,110,8
57,111,2
57,113,6
57,115,1
57,118,14
57,122,2
57,123,3
57,124,1
57,125,5
57,126,1
57,127,1
57,128,1
57,129,2
57,132,1
57,133,6
57,134,1
57,135,1
57,136,1
57,140,31
57,141,6
57,143,1
57,144,1
57,145,1
57,147,2
57,149,1
57,151,1
57,152,2
57,154,1
57,155,5
57,156,2
57,160,8
57,161,5
57,162,3
57,163,1
57,165,13
57,166,5
57,167,7
57,171,3
57,172,6
57,174,1
57,175,5
57,181,1
57,184,1
57,187,1
57,191,4
57,192,2
57,193,1
57,194,1
57,195,1
57,196,4
58,1,3
58,2,14
58,3,18
58,4,10
58,5,180
58,6,3
58,8,1
58,11,18
58,12,4
58,13,13
58,14,16
58,15,48
58,16,27
58,18,35
58,19,10
58,21,109
58,22,1
58,25,7
58,26,3
58,27,2
58,28,42
58,29,12
58,31,3
58,32,34
58,33,14
58,38,1
58,39,7
58,40,28
58,41,3
58,42,11
58,43,6
58,44,3
58,46,13
58,47,2
58,48,7
58,49,3
58,50,1
58,54,5
58,55,43
58,56,113
58,57,1
58,59,15
58,62,15
58,63,78
58,64,9
58,65,6
58,66,5
58,67,233
58,68,13
58,69,2
58,70,8
58,71,35
58,72,24
58,73,37
58,74,12
58,75,6
58,76,6
58,77,1
58,78,6
58,79,42
58,81,5
58,82,18
58,83,3
58,84,11
58,85,3
58,87,4
58,89,3
58,90,1
58,92,5
58,93,2
58,95,2
58,97,4
58,98,15
58,99,132
58,100,13
58,102,8
58,103,4
58,104,6
58,105,7
58,106,14
58,108,2
58,110,29
58,111,6
58,112,3
58,113,6
58,114,1
58,115,4
58,117,2
58,118,22
58,122,3
58,123,11
58,124,12
58,126,1
58,128,4
58,129,5
58,130,1
58,133,2
58,134,6
58,136,2
58,137,2
58,140,22
58,141,2
58,143,7
58,145,7
58,146,3
58,147,1
58,155,15
58,157,1
58,160,3
58,161,3
58,163,2
58,164,7
58,165,20
58,166,15
58,167,8
58,169,6
58,170,1
58,171,5
58,172,9
58,174,3
58,175,8
58,178,1
58,179,1
58,180,2
58,181,2
58,183,2
58,184,1
58,187,4
58,188,1
58,189,1
58,191,4
58,192,3
58,193,7
58,194,8
58,195,2
58,196,3
58,197,8
58,198,2
58,199,5
59,2,2
59,3,6
59,4,1
59,5,45
59,6,3
59,8,1
59,11,4
59,13,2
59,14,2
59,15,39
59,16,23
59,17,1
59,18,17
59,19,2
59,20,1
59,21,72
59,23,2
59,25,5
59,26,1
59,27,2
59,28,10
59,29,11
59,31,2
59,32,21
59,33,4
59,39,3
59,40,4
59,41,1
59,42,2
59,43,5
59,44,8
59,46,3
59,48,1
59,53,2
59,54,2
59,55,15
59,56,24
59,57,1
59,58,6
59,62,1
59,63,13
59,65,2
59,67,70
59,68,3
59,70,11
59,71,8
59,72,44
59,73,3
59,74,2
59,75,1
59,76,9
59,77,1
59,78,7
59,79,16
59,81,4
59,82,17
59,84,6
59,85,5
59,87,4
59,89,1
59,90,7
59,93,1
59,95,2
59,97,3
59,98,6
59,99,39
59,100,5
59,101,2
59,103,2
59,104,5
59,106,2
59,108,7
59,110,7
59,112,1
59,113,5
59,114,1
59,115,1
59,118,6
59,122,1
59,123,5
59,126,1
59,128,2
59,129,5
59,130,1
59,133,2
59,134,1
59,137,1
59,140,5
59,143,1
59,145,1
59,146,1
59,149,1
59,152,1
59,153,2
59,155,6
59,160,1
59,162,3
59,164,2
59,165,9
59,166,4
59,171,2
59,172,2
59,175,9
59,178,3
59,183,1
59,185,2
59,187,2
59,191,4
59,193,1
59,194,3
59,195,6
59,198,4
60,1,8
60,2,1
60,3,2
60,4,2
60,5,40
60,6,5
60,7,6
60,8,6
60,9,6
60,10,4
60,11,33
60,12,2
60,13,9
60,14,9
60,15,4
60,16,6
60,18,10
60,19,5
60,21,28
60,22,7
60,23,2
60,24,1
60,25,30
60,26,1
60,27,2
60,28,27
60,29,7
60,32,8
60,33,1
60,34,3
60,36,1
60,37,2
60,38,3
60,39,13
60,40,3
60,41,3
60,42,8
60,43,7
60,44,8
60,46,6
60,47,6
60,48,8
60,49,7
60,50,5
60,52,10
60,53,3
60,54,4
60,55,15
60,56,23
60,57,2
60,58,1
60,59,5
60,61,2
60,62,10
60,63,15
60,64,4
60,65,2
60,66,10
60,67,170
60,68,10
60,69,3
60,70,3
60,71,1
60,72,11
60,73,5
60,74,2
60,75,9
60,76,10
60,77,1
60,78,4
60,79,5
60,81,8
60,82,7
60,83,2
60,84,4
60,85,5
60,86,5
60,87,1
60,89,1
60,97,1
60,98,1
60,99,62
60,100,24
60,101,2
60,102,2
60,104,3
60,105,2
60,108,2
60,110,15
60,112,2
60,113,9
60,114,3
60,115,1
60,117,3
60,118,29
60,120,1
60,121,1
60,122,11
60,123,15
60,124,13
60,125,6
60,126,4
60,127,1
60,128,6
60,129,4
60,130,3
60,132,1
60,133,2
60,136,2
60,137,5
60,138,2
60,140,25
60,141,4
60,143,1
60,145,2
60,147,4
60,148,2
60,151,2
60,152,1
60,154,5
60,155,6
60,156,1
60,158,1
60,160,7
60,161,6
60,162,2
60,163,4
60,164,2
60,165,11
60,166,11
60,167,4
60,169,1
60,172,1
60,173,5
60,174,1
60,175,3
60,180,4
60,181,1
60,183,1
60,187,4
60,190,2
60,191,1
60,192,9
60,193,2
60,194,2
60,196,2
60,198,1
61,1,11
61,2,9
61,3,5
61,4,7
61,5,86
61,6,2
61,7,1
61,8,2
61,9,2
61,10,6
61,11,58
61,12,2
61,13,6
61,14,17
61,15,23
61,16,24
61,17,1
61,18,13
61,19,17
61,20,1
61,21,52
61,22,7
61,23,20
61,24,1
61,25,122
61,26,7
61,27,1
61,28,63
61,29,13
61,31,2
61,32,21
61,33,7
61,34,2
61,35,2
61,36,15
61,37,15
61,38,16
61,39,40
61,40,17
61,41,11
61,42,56
61,43,24
61,44,17
61,45,4
61,46,36
61,47,18
61,48,55
61,49,14
61,50,3
61,51,1
61,52,4
61,53,1
61,54,10
61,55,52
61,56,119
61,57,5
61,58,12
61,59,24
61,60,2
61,62,16
61,63,61
61,64,7
61,65,21
61,66,11
61,67,404
61,68,19
61,69,15
61,70,8
61,71,12
61,72,16
61,73,21
61,74,3
61,75,30
61,76,39
61,78,10
61,79,4
61,80,2
61,81,14
61,82,8
61,83,16
61,84,24
61,85,8
61,86,6
61,87,11
61,88,2
61,89,5
61,90,10
61,91,3
61,92,6
61,93,2
61,94,3
61,95,4
61,96,3
61,97,3
61,98,10
61,99,252
61,100,58
61,101,16
61,102,17
61,103,5
61,104,3
61,105,5
61,106,10
61,107,2
61,108,1
61,110,19
61,111,28
61,112,34
61,113,30
61,114,16
61,115,15
61,116,1
61,117,6
61,118,92
61,122,17
61,123,37
61,124,8
61,125,9
61,126,19
61,127,2
61,128,3
61,129,13
61,130,1
61,132,6
61,135,5
61,136,10
61,137,15
61,138,2
61,139,9
61,140,84
61,141,23
61,143,3
61,145,6
61,146,16
61,147,21
61,148,12
61,149,8
61,150,3
61,151,2
61,152,2
61,153,4
61,154,5
61,155,31
61,156,16
61,157,3
61,158,5
61,159,8
61,160,9
61,161,12
61,162,9
61,163,12
61,164,11
61,165,60
61,166,12
61,167,26
61,168,1
61,169,17
61,170,7
61,171,16
61,172,12
61,174,6
61,175,29
61,177,6
61,178,5
61,181,4
61,183,1
61,184,1
61,185,1
61,186,1
61,187,10
61,188,3
61,189,1
61,191,1
61,192,5
61,193,8
61,194,5
61,195,5
61,196,8
61,198,8
61,199,5
62,1,15
62,2,9
62,3,4
62,4,3
62,5,130
62,6,6
62,7,2
62,8,2
62,11,16
62,12,5
62,13,2
62,14,5
62,15,25
62,16,22
62,17,1
62,18,24
62,19,2
62,20,1
62,21,73
62,25,8
62,26,5
62,27,2
62,28,18
62,29,3
62,30,1
62,31,5
62,32,28
62,33,15
62,34,1
62,36,1
62,38,1
62,39,3
62,40,9
62,41,9
62,42,18
62,43,16
62,44,8
62,46,22
62,47,2
62,48,1
62,49,1
62,52,1
62,53,3
62,54,2
62,55,32
62,56,74
62,57,1
62,59,5
62,60,1
62,63,43
62,64,10
62,65,8
62,66,3
62,67,235
62,68,23
62,69,8
62,70,7
62,71,14
62,72,22
62,73,10
62,74,11
62,75,7
62,76,7
62,78,3
62,79,11
62,81,2
62,82,2
62,83,1
62,84,7
62,85,8
62,86,3
62,87,3
62,88,1
62,90,3
62,91,1
62,92,3
62,94,4
62,97,1
62,98,13
62,99,119
62,100,11
62,102,3
62,104,6
62,105,3
62,106,12
62,107,4
62,108,2
62,109,1
62,110,24
62,111,6
62,113,4
62,117,3
62,118,9
62,122,1
62,123,8
62,124,10
62,125,2
62,126,1
62,127,1
62,128,2
62,129,7
62,133,2
62,134,4
62,136,1
62,137,6
62,138,1
62,140,37
62,141,2
62,143,2
62,145,1
62,146,3
62,148,2
62,155,11
62,156,2
62,157,2
62,160,3
62,163,2
62,164,4
62,165,6
62,166,9
62,167,5
62,169,2
62,172,5
62,173,1
62,175,5
62,177,6
62,181,1
62,184,4
62,186,1
62,187,2
62,188,2
62,191,3
62,192,3
62,193,3
62,194,3
62,195,2
62,196,8
62,197,2
62,198,2
62,199,4
63,1,8
63,2,6
63,3,12
63,4,4
63,5,200
63,6,2
63,7,5
63,8,3
63,9,1
63,10,3
63,11,20
63,13,12
63,14,6
63,15,14
63,16,10
63,17,2
63,18,16
63,19,4
63,20,2
63,21,48
63,22,3
63,25,10
63,26,2
63,28,22
63,29,8
63,30,1
63,31,1
63,32,12
63,33,12
63,34,2
63,35,3
63,39,7
63,40,10
63,41,1
63,42,17
63,43,7
63,44,5
63,46,4
63,47,1
63,49,2
63,51,1
63,54,2
63,55,40
63,56,52
63,57,2
63,58,5
63,59,7
63,62,8
63,64,12
63,65,9
63,66,6
63,67,187
63,68,14
63,69,2
63,70,9
63,71,9
63,72,15
63,73,5
63,74,8
63,75,4
63,76,12
63,77,4
63,78,3
63,79,6
63,80,3
63,81,3
63,82,5
63,83,4
63,84,7
63,85,1
63,90,2
63,93,1
63,95,1
63,96,3
63,97,3
63,98,2
63,99,75
63,100,12
63,101,1
63,102,7
63,103,2
63,104,1
63,105,9
63,106,11
63,108,1
63,110,5
63,111,3
63,113,2
63,115,1
63,117,13
63,118,3
63,119,1
63,122,2
63,123,9
63,124,7
63,125,3
63,127,1
63,128,2
63,129,2
63,132,2
63,133,7
63,134,1
63,135,1
63,136,1
63,137,4
63,140,24
63,141,2
63,143,4
63,145,3
63,146,1
63,147,1
63,149,1
63,155,10
63,158,1
63,160,4
63,161,3
63,162,1
63,164,4
63,165,7
63,167,1
63,169,4
63,171,2
63,172,2
63,175,3
63,177,1
63,178,2
63,180,1
63,181,1
63,182,1
63,188,1
63,189,2
63,191,2
63,192,1
63,193,1
63,194,1
63,196,4
63,198,3
63,199,2
64,1,1
64,2,8
64,3,3
64,4,1
64,5,152
64,6,3
64,7,2
64,8,4
64,9,1
64,11,18
64,12,1
64,13,17
64,14,5
64,15,30
64,16,13
64,17,1
64,18,12
64,19,1
64,21,64
64,22,1
64,25,8
64,26,1
64,27,3
64,28,33
64,29,4
64,30,1
64,32,28
64,33,8
64,35,1
64,36,1
64,37,3
64,38,2
64,39,3
64,40,16
64,41,4
64,42,11
64,43,5
64,44,3
64,46,10
64,48,2
64,49,2
64,52,6
64,53,6
64,54,1
64,55,34
64,56,49
64,58,2
64,59,11
64,61,1
64,62,15
64,63,39
64,65,10
64,67,190
64,68,8
64,69,3
64,70,15
64,71,11
64,72,9
64,73,22
64,74,4
64,75,6
64,76,7
64,78,4
64,79,16
64,81,11
64,82,11
64,83,5
64,84,11
64,85,3
64,87,1
64,88,1
64,90,2
64,92,9
64,93,1
64,96,2
64,97,4
64,98,6
64,99,70
64,100,10
64,101,2
64,102,7
64,104,3
64,105,3
64,106,11
64,107,1
64,110,9
64,111,1
64,112,1
64,113,5
64,117,4
64,118,8
64,122,2
64,123,10
64,124,9
64,126,2
64,127,2
64,128,7
64,129,6
64,133,4
64,140,8
64,141,2
64,143,3
64,146,3
64,150,1
64,152,2
64,154,1
64,155,1
64,156,1
64,158,1
64,160,2
64,161,2
64,163,4
64,164,3
64,165,16
64,166,3
64,167,3
64,169,4
64,170,2
64,171,2
64,172,1
64,173,1
64,174,3
64,175,7
64,176,1
64,178,2
64,183,1
64,191,2
64,192,2
64,193,7
64,194,10
64,195,4
64,196,4
64,197,2
64,198,5
64,199,3
65,1,3
65,2,6
65,3,4
65,4,4
65,5,91
65,6,3
65,7,5
65,9,2
65,10,2
65,11,7
65,12,1
65,13,4
65,14,3
65,15,2
65,16,4
65,18,10
65,19,2
65,20,2
65,21,27
65,22,2
65,23,3
65,25,1
65,26,1
65,27,1
65,28,4
65,29,3
65,32,12
65,33,4
65,35,1
65,39,5
65,42,10
65,44,4
65,46,14
65,48,4
65,49,3
65,55,8
65,56,23
65,57,1
65,58,7
65,59,9
65,61,2
65,62,1
65,63,28
65,66,34
65,67,139
65,68,7
65,70,2
65,71,1
65,72,5
65,73,6
65,74,1
65,75,2
65,76,2
65,78,2
65,79,2
65,81,3
65,82,5
65,83,2
65,84,12
65,87,3
65,89,1
65,90,1
65,92,2
65,97,1
65,99,41
65,100,12
65,101,1
65,102,5
65,103,1
65,104,2
65,105,2
65,106,5
65,108,1
65,111,4
65,112,1
65,113,4
65,117,14
65,118,6
65,122,1
65,123,5
65,124,3
65,128,5
65,129,4
65,131,1
65,132,1
65,133,1
65,134,4
65,137,3
65,140,16
65,141,1
65,143,3
65,146,3
65,151,2
65,152,1
65,153,1
65,154,1
65,155,7
65,156,1
65,158,2
65,160,2
65,161,2
65,164,3
65,165,8
65,166,3
65,167,5
65,170,1
65,171,2
65,172,4
65,173,1
65,177,1
65,184,2
65,192,2
65,194,2
65,196,3
65,198,2
65,199,1
66,1,6
66,3,5
66,4,1
66,5,86
66,6,6
66,7,5
66,8,3
66,10,4
66,11,13
66,15,3
66,16,6
66,18,5
66,19,2
66,20,1
66,21,6
66,22,1
66,23,3
66,25,7
66,28,14
66,29,1
66,30,2
66,32,17
66,35,1
66,39,1
66,40,2
66,42,2
66,43,1
66,44,5
66,46,5
66,47,1
66,48,3
66,49,2
66,52,2
66,53,1
66,54,1
66,55,2
66,56,15
66,57,1
66,59,3
66,62,8
66,63,13
66,64,1
66,65,12
66,67,126
66,68,5
66,69,1
66,70,8
66,71,6
66,72,8
66,74,5
66,75,3
66,76,2
66,77,1
66,78,1
66,79,4
66,82,3
66,83,1
66,84,5
66,85,2
66,92,1
66,93,4
66,95,1
66,98,3
66,99,42
66,100,4
66,101,8
66,102,1
66,104,3
66,105,1
66,106,3
66,108,2
66,109,1
66,110,9
66,111,2
66,117,9
66,118,4
66,122,2
66,123,10
66,124,11
66,125,2
66,126,1
66,129,1
66,133,2
66,134,1
66,137,1
66,140,8
66,141,2
66,145,4
66,146,1
66,148,1
66,152,1
66,153,1
66,154,1
66,155,8
66,161,3
66,164,4
66,165,1
66,166,6
66,167,1
66,171,1
66,172,1
66,178,1
66,180,1
66,181,2
66,182,1
66,184,1
66,188,3
66,191,3
66,192,1
66,193,1
66,195,1
66,196,3
66,197,1
66,198,1
67,1,8
67,2,12
67,3,11
67,4,9
67,5,146
67,6,1
67,7,1
67,8,2
67,9,10
67,10,18
67,11,47
67,12,4
67,13,10
67,14,5
67,15,32
67,16,24
67,17,2
